config,created,slot,protocol_fee_rate,reward_super_auth,pools,fee_tiers,token_badges,config_ext
2q2r8JrWwck3NWPHXkFcSrDdKh6AJzBxcJaJ9Raf8ySL,2024-03-29,257186703,2500,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
3r3o5Zz9dv1h6HrAUwQ65e9p5Up8NP4Nx6pcVXonHHZr,2024-03-29,257187305,2500,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
3tPPpAFDtGofbUixHR1NB3oUf7zm37sCkBtkH5iT6Q8v,2024-03-29,257182172,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
47mhz5XcpKs7kDj7RLKQMkjQcdgBGH1SUxw5hhwJTi8x,2024-03-29,257188259,2500,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
4AN9CqA8tdnQsmm1jsmuMXHe71gkkBbWhWrEexF666p6,2024-03-29,257181103,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
4QuiwDMBNjt1i8qY7x7QNP5t35Ap9T3C1qQFaL7RoaYP,2024-03-29,257182175,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
4Tki3ChGNJQebNxp2E3M8NiwhNBsKA6JqyQ3UVHEuYM9,2024-03-29,257182187,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
4ndLe7ZFegHZNzRSCso1kEZ8b5W6EtXQjamAJm4i5A8V,2024-03-29,257186724,2500,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
4p8QqyuARdpAzzTsN3jW8RXJaXFVw5GkRS1u7Scwc22C,2024-03-29,257186732,2500,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
5BtTp6kPJt8ChJaXjGmQz9iJEVFBFYor54LcU2WqxAFL,2024-03-29,257181121,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
6A5v3nF6xXiMU31t7B9g6Pu6fRBecVdgQdjpujmY33y2,2024-03-29,257182893,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
6BLJN5Zyihr5BuovGped2zKodKPTi6aroqrp6oHU9kmf,2024-03-29,257187871,2500,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
6iPzoB5qqTi3vpLWnobY4dru3r6zavBkjGkYDoBDwCXu,2024-03-29,257182176,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
7LLFKWZyhR5DDYNuW8h6CP6P3WK5hv6F817e7DnxJ9mR,2024-03-29,257186702,2500,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
8eZbCeszQR3UZLPQS98V3JieARHmdzHtUbWxhBEbCEms,2024-03-29,257186697,2500,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
9XSTV2YveaVGHTDRjR6PhztyXyELo1YZLa5aLCtLe5jx,2024-03-29,257186869,2500,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
9kSCrBsKMHk465j7eZcB61MiBgFD6wnrq8UMExs5j3o6,2024-03-29,257182893,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
AAWnurkhfLXWUVUNxdjNZTvCStDXmGt6TP9BrjBoZ95C,2024-03-29,257187316,2500,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
AJnztEwPTvTdHbn2LzzbeFujZS3aPHj7645cDxjYxw1a,2024-03-29,257181221,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
AXHw2QqgafRt5w3DBqvisVeDitBpYD5fsRKTFCKxurBM,2024-03-29,257181122,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
AsQTa21th5cELTLR8W2MhxDT2U5gtYurUtBaZsEsbM9S,2024-03-29,257181121,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
AvmWqsA2Bx3EbnuP2GJfgFGnwAZJBgrxnqL7aabbuGTM,2024-03-29,257182881,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
BHZsWXcna1dTFq19NEZksH7HD8hfrRGwH7mkSQqtx7AR,2024-03-29,257180489,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
Be2HZyjRKK57kUTiTQm3PHVpyzFCridaMVEMeFzcGsFr,2024-03-29,257188258,2500,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
BjHqp2ERrY4U8JmMgw6qrUt8zGanuQ8WcTHEkPXmyP8G,2024-03-29,257181589,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
ByAFPnJHecrnXt8eXUG8yocpbAGf7nBthVks4SGWkuGZ,2024-03-29,257181101,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
CXo3wmH2hYPZxeeNWNvn8mAtcua2QonYtGHWpr3WcpVM,2024-03-29,257180480,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
Ca2TUAAexsZjQbu5YtKssYBdoTkBKNtPDBtyzBWkBLC9,2024-03-29,257182354,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
CjNaUk9iVRBUCsAcjuFPX1CRrwPgx6qfVrvgu37LnQyS,2024-03-29,257180480,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
CsFCyLfeJtGbeZZY2HKkg1MGFbcYoLMRDSYzNtrepBGG,2024-03-29,257182886,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
D53DwayHfoAu8TLcFex11CUDYM2wEtsV17WBrKhqE6gY,2024-03-29,257186864,2500,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
DLen9mWKWk6HNLFZrpjTEYASdATreQwWtZk9jMPSypxy,2024-03-29,257187872,2500,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
DtUrd5UrzKNRqu4vDKFrQVPnf2Lem5SiGcCfwABWasG1,2024-03-29,257182178,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
EL5LhCVL8aNbopJagCAaBUoGVnd7jbv2KTW1hy75C8ry,2024-03-29,257181103,0,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
EMJpEytK7vU8ttqbRa5BnUMtgdpu6LHjjyjkaQHnwusS,2024-03-29,257180480,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
EPQRVgoe8zsDgSRwD9oLNdkBt5eQ99XJWV7q1f6UTyAH,2024-03-29,257187307,2500,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
ERQxLaPorae9r65gXFbUdYqWMGWkMY9gSa8jjs2CDvoc,2024-03-29,257181589,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
EvnPueYD2HVQCsvoPRGrncFxx4aGwbeBtz1Ru6JeCmqi,2024-03-29,257182189,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
F9e7dmXrekqd3qbHu2MWr9HM6E3RBHi2CVbiDmBuX87c,2024-03-29,257182368,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
FMa12ASpj6Z6EQLJSAEZvYnhcvDSoXL1sSemVMhtQjGU,2024-03-29,257187316,2500,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
FnDGmPurE7eKe1mFd4XsiDykrXqHQKsWL8rASE4WKbTb,2024-03-29,257182187,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
GPFKuiwqe4C1ni4mSDsRQTwGZvA9k6ewBbFwW59ScsJX,2024-03-29,257187830,2500,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
GXgFnRs32ATsp17xikuLV4TvWrdSgYmPNPTcuLGUHdMw,2024-03-29,257181622,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
H9aBt6h6Me5pwQ2UM4cNx4eYKb63W3okpcapG7zR5eAk,2024-03-29,257186700,2500,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
HHv14bEWqaBsmpqncqnEFiK5vER121xZpXJkZtSwVBMh,2024-03-29,257182654,150,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,0,0,0
Ho3FU9MVuqjWHeZXX9LvAr7dZn1B4koWPtivW6oF8CLn,2024-03-29,257186697,2500,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
5r9S4DRN56fHLGTvZpJfwYv6AtAHXqjq2utP4vYfNKhd,2024-10-29,298314072,0,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
CZrUnJE8AzrQ8XZSqPadXU5dyLFN9D9aS4chJGGoggcp,2024-10-29,298313164,0,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
DfY5TDrPjjeTM5daTchU2XvY2KB8JmQg6hAkRWbCDbz3,2024-10-29,298291896,300,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,4,0,0
GSPJHiEeKz1AECW3sMLMoiiU63ZBAijz5ozC2i3JenQh,2024-10-29,298291848,300,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,4,0,0
GbwCZcFT6Etrc9uL78x3QmKkVHNudpWT4N6ZEH5CoMoF,2024-10-29,298313132,0,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
5gBdTqeTTZQ6TfjZPbugptaJay5sWgy5d6ywNs8da775,2024-11-16,301686312,100,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
EREArCFQFrcQNxTR2EzCC1bYNDAmB54BaCp8W8aopdTr,2024-11-16,301686388,100,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
FpTfUB8FTPkZw5k89Q5iUjzzGaC7vAcPYZaYHBYfqSaq,2024-11-19,302363876,2500,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
2fJmWJM58A6SyjGJGBr8xwBNeJ6UCqEtVPfdKSSVqngR,2025-01-06,312190332,2500,5rq3cYsZU6UxhsXBuJtuAnbQmW9JWR7XjzFgboAo6NpW,0,1,2,1
4wyysByQMaBB8fvD2NbCQvXXQkJknVHNSvXy88fC8TzZ,2025-01-06,312229528,2500,GdPSADtU1Kzj1ueijpHaJWS6HqhoYVXMFR5FzhNBUmrh,0,1,2,1
9AXr57zTjSL29cHZ5WGuji5HCr17F4TwcuuJ8tPUszD7,2025-01-06,312185907,2500,C7wWbtsRJuqh9cVHopuhdT59GFgyrZdyq3wTD1cTQjW5,0,1,2,1
9NX9Gb6zTMmLUhx9v9fKwib9cApExhaG5SrmUGuu2fMe,2025-01-06,312186938,2500,C7wWbtsRJuqh9cVHopuhdT59GFgyrZdyq3wTD1cTQjW5,0,1,2,1
CfLJ1KV86Zy1kkffCGEsbbgJ9ZpEp9rC2gnTLrUp5hQe,2025-01-06,312185796,2500,C7wWbtsRJuqh9cVHopuhdT59GFgyrZdyq3wTD1cTQjW5,0,1,2,1
Cjor68YSNktUSAfc2KsVsmaBiSJ7vcqp1Fw95MMtfzxj,2025-01-06,312186648,2500,C7wWbtsRJuqh9cVHopuhdT59GFgyrZdyq3wTD1cTQjW5,0,1,2,1
EPHrNUR4kS4qFVcJn8HR16XZj4KfEyGRtBvZsQ4RG9zE,2025-01-06,312197552,2500,5rq3cYsZU6UxhsXBuJtuAnbQmW9JWR7XjzFgboAo6NpW,0,1,2,1
GUGANne945niwaLCsEj3Az44UqdTgsmQmiL9t6rJHssb,2025-01-06,312231747,2500,GdPSADtU1Kzj1ueijpHaJWS6HqhoYVXMFR5FzhNBUmrh,0,1,2,1
9MTjWdUVbJ3oLZJhD8U4owthyveFzNZmKB1s1wYvVWv3,2025-02-14,320496094,300,WzMaL78srutrF6CsxEkWuhMaDF5HZA6jNRaEPengqpb,0,1,0,0
